ensembl_peptide_id,tf_gene,entrezgene_id
ENSP00000357644,GATAD2B,57459
ENSP00000357864,RFX5,5993
ENSP00000357881,IKZF5,64376
ENSP00000357887,VPS72,6944
ENSP00000357945,CERS2,29956
ENSP00000357950,CERS2,29956
ENSP00000357965,SETDB1,9869
ENSP00000357979,NR2E1,7101
ENSP00000357982,NR2E1,7101
ENSP00000358085,PRDM1,639
ENSP00000358092,PRDM1,639
ENSP00000358207,VAX1,11023
ENSP00000358210,SIM1,6492
ENSP00000358216,PRDM13,59336
ENSP00000358217,PRDM13,59336
ENSP00000358304,PIAS3,10401
ENSP00000358437,TBX15,6913
ENSP00000358519,NHLH2,4808
ENSP00000358543,CSDE1,7812
ENSP00000358590,ZNF292,23036
ENSP00000358625,MXI1,4601
ENSP00000358677,TBX18,9096
ENSP00000358807,ALX3,257
ENSP00000358904,ZNF512B,57473
ENSP00000358973,MECP2,4204
ENSP00000358983,NFKB2,4791
ENSP00000359019,PITX3,5309
ENSP00000359086,GMEB2,26205
ENSP00000359094,GMEB2,26205
ENSP00000359212,LBX1,10660
ENSP00000359215,TLX1,3195
ENSP00000359240,LZTS2,84445
ENSP00000359243,LZTS2,84445
ENSP00000359269,ZNF275,10838
ENSP00000359271,ZNF275,10838
ENSP00000359319,PAX2,5076
ENSP00000359357,GFI1,2672
ENSP00000359371,BHLHE23,128408
ENSP00000359444,HSFX1,100506164
ENSP00000359469,ZNF644,84146
ENSP00000359474,BARHL2,343472
ENSP00000359486,AFF2,2334
ENSP00000359487,AFF2,2334
ENSP00000359489,AFF2,2334
ENSP00000359638,ZIC3,7547
ENSP00000359740,ZNF451,26036
ENSP00000359800,ZNF75D,7626
ENSP00000359802,ZNF75D,7626
ENSP00000360069,ZNF831,128611
ENSP00000360138,LCOR,84458
ENSP00000360144,LCOR,84458
ENSP00000360157,FOXD3,27022
ENSP00000360239,CTCFL,140690
ENSP00000360266,JUN,3725
ENSP00000360441,RHOXF2,84528
ENSP00000360455,RHOXF2B,727940
ENSP00000360486,RUNX2,860
ENSP00000360493,RUNX2,860
ENSP00000360500,DMRTB1,63948
ENSP00000360526,ZNF217,7764
ENSP00000360532,CDC5L,988
ENSP00000360552,TSHZ2,128553
ENSP00000360570,ZFP64,55734
ENSP00000360573,ZFP64,55734
ENSP00000360578,ZFP64,55734
ENSP00000360594,SALL4,57167
ENSP00000360619,NFATC2,4773
ENSP00000360662,ADNP,23394
ENSP00000360711,EDF1,8721
ENSP00000360712,EDF1,8721
ENSP00000360811,LHX3,8022
ENSP00000360813,LHX3,8022
ENSP00000360951,TAL1,6886
ENSP00000361024,DMBX1,127343
ENSP00000361065,NCOA3,8202
ENSP00000361066,NCOA3,8202
ENSP00000361073,NCOA3,8202
ENSP00000361195,GFI1B,8328
ENSP00000361196,GFI1B,8328
ENSP00000361373,KLF17,128209
ENSP00000361547,PRRX2,51450
ENSP00000361580,ZNF691,51058
ENSP00000361581,ZNF691,51058
ENSP00000361582,ZNF691,51058
ENSP00000361584,ZNF691,51058
ENSP00000361585,ZNF691,51058
ENSP00000361586,ZNF691,51058
ENSP00000361626,YBX1,4904
ENSP00000361653,FOXJ3,22887
ENSP00000361654,FOXJ3,22887
ENSP00000361664,HIVEP3,59269
ENSP00000361665,HIVEP3,59269
ENSP00000361669,ESX1,80712
ENSP00000361672,FOXO6,100132074
ENSP00000361784,ZNF684,127396
ENSP00000361790,ZFP69,339559
ENSP00000361791,ZFP69,339559
ENSP00000361826,RBPJL,11317
ENSP00000361828,RBPJL,11317
ENSP00000361857,RLF,6018
ENSP00000361868,ZMAT1,84460
ENSP00000361902,MYCL,4610
ENSP00000361903,MYCL,4610
ENSP00000361943,HEYL,26508
ENSP00000362008,TRERF1,55809
ENSP00000362011,HNF4A,3172
ENSP00000362013,TRERF1,55809
ENSP00000362070,ECD,11319
ENSP00000362103,POU3F1,5453
ENSP00000362124,TFEB,7942
ENSP00000362127,MTF1,4520
ENSP00000362148,FOXP4,116113
ENSP00000362151,FOXP4,116113
ENSP00000362154,FOXP4,116113
ENSP00000362226,L3MBTL1,26013
ENSP00000362227,L3MBTL1,26013
ENSP00000362260,ZNF711,7552
ENSP00000362272,HDX,139324
ENSP00000362296,POU3F4,5456
ENSP00000362332,TFAP2E,339488
ENSP00000362390,TBX22,50945
ENSP00000362393,TBX22,50945
ENSP00000362410,MAFB,9935
ENSP00000362446,ZNF79,7633
ENSP00000362527,ZNF362,149076
ENSP00000362551,ZBTB34,403341
ENSP00000362556,ZBTB43,23099
ENSP00000362563,ZBTB43,23099
ENSP00000362573,LMX1B,4010
ENSP00000362581,PBX3,5090
ENSP00000362586,PBX3,5090
ENSP00000362588,PBX3,5090
ENSP00000362591,PBX3,5090
ENSP00000362609,ZBTB8A,653121
ENSP00000362613,CDX4,1046
ENSP00000362686,NR6A1,2649
ENSP00000362690,NR5A1,2516
ENSP00000362717,LHX2,9355
ENSP00000362758,ZBTB26,57684
ENSP00000362760,ZBTB26,57684
ENSP00000362763,ZBTB6,10773
ENSP00000362777,ATOH7,220202
ENSP00000362842,ETV7,51513
ENSP00000362843,ETV7,51513
ENSP00000362859,LHX6,26468
ENSP00000362860,LHX6,26468
ENSP00000362922,GMEB1,10691
ENSP00000362979,TGIF2,60436
ENSP00000362981,TGIF2,60436
ENSP00000363064,ZNF76,7629
ENSP00000363124,PHF20,51230
ENSP00000363149,SPDEF,25803
ENSP00000363241,ZNF618,114991
ENSP00000363254,DRGX,644168
ENSP00000363314,LIN28A,79727
ENSP00000363344,ZFP37,7539
ENSP00000363377,FOXO4,4303
ENSP00000363439,IKZF2,22807
ENSP00000363556,ZNF32,7580
ENSP00000363558,ZNF485,220992
ENSP00000363569,ZNF239,8187
ENSP00000363689,ID3,3399
ENSP00000363736,ZNF436,80818
ENSP00000363747,ZNF33A,7581
ENSP00000363772,ZNF510,22869
ENSP00000363782,ZBTB40,9923
ENSP00000363804,KLF4,9314
ENSP00000363812,RXRB,6257
ENSP00000363817,RXRB,6257
ENSP00000363818,ZNF462,58499
ENSP00000363822,AR,367
ENSP00000363853,CREM,1390
ENSP00000363860,CREM,1390
ENSP00000363866,CREM,1390
ENSP00000363995,ZNF189,7743
ENSP00000364023,ZXDB,158586
ENSP00000364126,APEX2,27301
ENSP00000364190,PBX2,5089
ENSP00000364265,FOXE1,2304
ENSP00000364346,ZNF341,84905
ENSP00000364347,ATF6B,1388
ENSP00000364349,ATF6B,1388
ENSP00000364379,ZNF510,22869
ENSP00000364405,ZNF367,195828
ENSP00000364430,SP5,389058
ENSP00000364460,ZNF438,220929
ENSP00000364519,TFDP1,7027
ENSP00000364524,PAX7,5081
ENSP00000364528,KDM5C,8242
ENSP00000364532,KDM5C,8242
ENSP00000364550,KDM5C,8242
ENSP00000364645,ZNF484,83744
ENSP00000364646,ZNF484,83744
ENSP00000364675,ZBTB12,221527
ENSP00000364677,ZBTB12,221527
ENSP00000364885,ZBTB17,7709
ENSP00000364895,ZBTB17,7709
ENSP00000364946,MKX,283078
ENSP00000365145,FOXS1,2307
ENSP00000365273,ID1,3397
ENSP00000365280,ID1,3397
ENSP00000365369,FOXP3,50943
ENSP00000365372,FOXP3,50943
ENSP00000365380,FOXP3,50943
ENSP00000365407,ZNF549,256051
ENSP00000365414,ZNF805,390980
ENSP00000365419,POU5F1,5460
ENSP00000365443,ZSCAN5CP,NA
ENSP00000365514,ZIC2,7546
ENSP00000365619,ZNF337,26152
ENSP00000365687,PTF1A,256297
ENSP00000365838,DPRX,503834
ENSP00000365853,GATA1,2623
ENSP00000365858,GATA1,2623
ENSP00000365897,VSX1,30813
ENSP00000365898,FOXB2,442425
ENSP00000365899,VSX1,30813
ENSP00000365906,ZNF615,284370
ENSP00000365931,SP2,6668
ENSP00000366025,DZIP1,22873
ENSP00000366078,ZFP57,346171
ENSP00000366080,ZFP57,346171
ENSP00000366093,RORB,6096
ENSP00000366142,ZNF182,7569
ENSP00000366153,ZNF81,347344
ENSP00000366155,ZFAND5,7763
ENSP00000366159,ZFAND5,7763
ENSP00000366161,ZFAND5,7763
ENSP00000366182,ELK1,2002
ENSP00000366250,GZF1,64412
ENSP00000366265,ZNF41,7592
ENSP00000366273,ZNF157,7712
ENSP00000366319,FOXA2,3170
ENSP00000366330,KLF9,687
ENSP00000366339,IRF3,3661
ENSP00000366344,IRF3,3661
ENSP00000366347,NKX2-2,4821
ENSP00000366384,ZNF311,282890
ENSP00000366413,POU4F1,5457
ENSP00000366419,TEAD2,8463
ENSP00000366465,ZKSCAN3,80317
ENSP00000366509,ZKSCAN4,387032
ENSP00000366527,ZSCAN16,80345
ENSP00000366534,FOXH1,8928
ENSP00000366542,ZNF165,7718
ENSP00000366630,FOXD4L4,349334
ENSP00000366636,ZNF184,7738
ENSP00000366637,FOXD4L5,653427
ENSP00000366684,RERE,473
ENSP00000366789,LBX2,85474
ENSP00000366897,KLF12,11278
ENSP00000366898,HIF3A,64344
ENSP00000366899,ZNF133,7692
ENSP00000366902,ZBTB48,3104
ENSP00000366915,KLF5,688
ENSP00000367065,HES2,54626
ENSP00000367067,HES2,54626
ENSP00000367068,HES2,54626
ENSP00000367069,ZFAT,57623
ENSP00000367071,PAX5,5079
ENSP00000367078,PAX5,5079
ENSP00000367083,PAX5,5079
ENSP00000367084,PAX5,5079
ENSP00000367130,HES3,390992
ENSP00000367179,IKZF3,22806
ENSP00000367194,IKZF3,22806
ENSP00000367207,MYC,4609
ENSP00000367300,ZNF425,155054
ENSP00000367529,TP73,7161
ENSP00000367534,TP73,7161
ENSP00000367537,TP73,7161
ENSP00000367539,TP73,7161
ENSP00000367545,TP73,7161
ENSP00000367643,PRDM16,63976
ENSP00000367714,HES5,388585
ENSP00000367799,SPI1,6688
ENSP00000367858,AFF4,27125
ENSP00000367972,ID4,3400
ENSP00000368014,PAX4,5078
ENSP00000368309,ETV2,2116
ENSP00000368312,ETV2,2116
ENSP00000368332,ARX,170302
ENSP00000368368,WT1,7490
ENSP00000368370,WT1,7490
ENSP00000368384,ZBTB10,65986
ENSP00000368401,PAX6,5080
ENSP00000368403,PAX6,5080
ENSP00000368406,PAX6,5080
ENSP00000368410,PAX6,5080
ENSP00000368418,PAX6,5080
ENSP00000368424,PAX6,5080
ENSP00000368427,PAX6,5080
ENSP00000368429,USF2,7392
ENSP00000368459,NUFIP1,26747
ENSP00000368475,ZFX,7543
ENSP00000368486,ZFX,7543
ENSP00000368632,GATA3,2625
ENSP00000368686,E2F4,1874
ENSP00000368698,HIVEP1,3096
ENSP00000368754,BAZ2A,11176
ENSP00000368761,ZNF827,152485
ENSP00000368805,GCM2,9247
ENSP00000368836,NFX1,4799
ENSP00000368856,NFX1,4799
ENSP00000368867,ELF2,1998
ENSP00000368868,ELF2,1998
ENSP00000368880,FOXO1,2308
ENSP00000368928,TFAP2A,7020
ENSP00000368933,TFAP2A,7020
ENSP00000368939,FOSL2,2355
ENSP00000369040,ZNF512,84450
ENSP00000369154,SMAD9,4093
ENSP00000369210,SOHLH2,54937
ENSP00000369265,RREB1,6239
ENSP00000369270,RREB1,6239
ENSP00000369774,ZNF763,284390
ENSP00000369777,ZNF768,79724
ENSP00000369973,ZBTB4,57659
ENSP00000370041,BNC2,54796
ENSP00000370042,BNC2,54796
ENSP00000370047,BNC2,54796
ENSP00000370208,RABGEF1,27342
ENSP00000370253,NKX3-1,4824
ENSP00000370256,FOXC1,2296
ENSP00000370270,ESRRB,2103
ENSP00000370284,ZNF561,93134
ENSP00000370343,IRF4,3662
ENSP00000370408,CDX2,1045
ENSP00000370421,PDX1,3651
ENSP00000370532,GTF3A,2971
ENSP00000370616,ZBED1,9189
ENSP00000370620,ZBED1,9189
ENSP00000370654,HOPX,84525
ENSP00000370712,CAMTA2,23125
ENSP00000370723,CLOCK,9575
ENSP00000370936,E2F6,1876
ENSP00000370949,NFXL1,152518
ENSP00000370981,LZTS1,11178
ENSP00000370987,SHOX,6473
ENSP00000370990,SHOX,6473
ENSP00000371398,GLIS3,169792
ENSP00000371434,RFX3,5991
ENSP00000371451,DNAJC21,134218
ENSP00000371502,CREBBP,1387
ENSP00000371553,NANOGNB,360030
ENSP00000371627,ZNF205,7755
ENSP00000371659,LCORL,254251
ENSP00000371661,LCORL,254251
ENSP00000371686,DMRT2,10655
ENSP00000371690,DMRT2,10655
ENSP00000371711,DMRT1,1761
ENSP00000371785,OLIG1,116448
ENSP00000371786,ONECUT3,390874
ENSP00000371794,OLIG2,10215
ENSP00000371846,DEAF1,10522
ENSP00000371859,BAZ1A,11177
ENSP00000371875,NKX3-2,579
ENSP00000371940,FOXD4,2298
ENSP00000372056,IRX2,153572
ENSP00000372170,MSX1,4487
ENSP00000372256,KDM5D,8284
ENSP00000372265,KDM5A,5927
ENSP00000372303,HSFY2,86614
ENSP00000372303,HSFY2,159119
ENSP00000372307,HSFY1,86614
ENSP00000372407,MBD1,4152
ENSP00000372525,ZFY,7544
ENSP00000372553,ZIC4,84107
ENSP00000372635,ZBTB38,253461
ENSP00000372642,ATF6B,1388
ENSP00000372683,ZBTB22,9278
ENSP00000372703,RXRB,6257
ENSP00000372704,RXRB,6257
ENSP00000372757,PBX2,5089
ENSP00000373016,POU5F1,5460
ENSP00000373124,ZFP57,346171
ENSP00000373151,ZNF311,282890
ENSP00000373274,ZNF860,344787
ENSP00000373282,RARB,5915
ENSP00000373283,NR1D2,9975
ENSP00000373572,FOXI2,399823
ENSP00000373895,POU6F1,5463
ENSP00000373923,STAT3,6774
ENSP00000373933,WIZ,58525
ENSP00000373992,POU2F2,5452
ENSP00000374185,ZNF841,284371
ENSP00000374205,TBR1,10716
ENSP00000374240,SHOX2,6474
ENSP00000374253,MYRF,745
ENSP00000374326,MRPL28,10573
ENSP00000374357,ARNTL,406
ENSP00000374359,ZXDC,79364
ENSP00000375084,FOXP2,93986
ENSP00000375248,BHLHA9,727857
ENSP00000375582,ZNF552,79818
ENSP00000375584,ZNF211,10520
ENSP00000375586,ZNF304,57343
ENSP00000375590,ZNF470,388566
ENSP00000375593,ZSCAN5A,79149
ENSP00000375598,ZNF628,89887
ENSP00000375656,ZNF816-ZNF321P,100529240
ENSP00000375657,ZNF583,147949
ENSP00000375660,ZNF320,162967
ENSP00000375661,ZNF28,7576
ENSP00000375662,ZNF701,55762
ENSP00000375665,ZNF528,84436
ENSP00000375671,ZNF613,79898
ENSP00000375672,ZNF615,284370
ENSP00000375697,ZNF473,25888
ENSP00000375761,ESRRG,2104
ENSP00000375770,ZNF541,84215
ENSP00000375818,ZNF180,7733
ENSP00000375820,ZNF233,353355
ENSP00000375822,ZNF222,7673
ENSP00000375823,ZNF227,7770
ENSP00000375827,ZNF576,79177
ENSP00000375895,ZNF140,7699
ENSP00000375899,SP140,11262
ENSP00000375902,SP110,3431
ENSP00000375921,PAX3,5077
ENSP00000375922,PAX3,5077
ENSP00000375983,ZNF573,126231
ENSP00000375988,ZFP30,22835
ENSP00000375992,ZNF569,148266
ENSP00000375993,ZNF569,148266
ENSP00000375994,HKR1,284459
ENSP00000375998,ZNF585A,199704
ENSP00000376010,ZNF566,84924
ENSP00000376013,ZNF565,147929
ENSP00000376035,ZBTB32,27033
ENSP00000376065,ZNF181,339318
ENSP00000376110,ZNF493,284443
ENSP00000376124,PLAGL1,5325
ENSP00000376133,ZNF84,7637
ENSP00000376134,STAT4,6775
ENSP00000376135,ZNF605,100289635
ENSP00000376136,STAT1,6772
ENSP00000376137,STAT1,6772
ENSP00000376173,MAFG,4097
ENSP00000376205,ZNF664,144348
ENSP00000376253,TP63,8626
ENSP00000376254,TP63,8626
ENSP00000376256,TP63,8626
ENSP00000376322,HOXD13,3239
ENSP00000376327,ATF2,1386
ENSP00000376436,ETS1,2113
ENSP00000376453,CERS6,253782
ENSP00000376502,RFX5,5993
ENSP00000376533,BAZ2B,29994
ENSP00000376534,BAZ2B,29994
ENSP00000376585,RFX4,5992
ENSP00000376601,ZEB2,9839
ENSP00000376712,NR1H4,9971
ENSP00000376721,ZBTB16,7704
ENSP00000376765,PIAS3,10401
ENSP00000376766,PIAS3,10401
ENSP00000376813,NR2C1,7181
ENSP00000376814,NR2C2,7182
ENSP00000376842,MXI1,4601
ENSP00000376988,ZNF800,168850
ENSP00000376989,ZNF800,168850
ENSP00000377008,ZNF44,51710
ENSP00000377019,MAF,4094
ENSP00000377080,ZFP1,162239
ENSP00000377125,TFEC,22797
ENSP00000377129,FOXP2,93986
ENSP00000377130,FOXP2,93986
ENSP00000377132,FOXP2,93986
ENSP00000377135,FOXP2,93986
ENSP00000377171,ZNF23,7571
ENSP00000377218,IRF2,3660
ENSP00000377265,TFAP2B,7021
ENSP00000377271,MEOX1,4222
ENSP00000377273,ETV4,2118
ENSP00000377319,NR1I2,8856
ENSP00000377343,NFAT5,10725
ENSP00000377375,ZBTB20,26137
ENSP00000377410,CUX1,1523
ENSP00000377435,TBX4,9496
ENSP00000377461,ZNF559,84527
ENSP00000377504,ZNF414,84330
ENSP00000377591,SMARCC2,6601
ENSP00000377643,RARA,5914
ENSP00000377648,RARA,5914
ENSP00000377649,RARA,5914
ENSP00000377652,SMAD1,4086
ENSP00000377672,CERS3,204219
ENSP00000377679,THRA,7067
ENSP00000377706,ZSCAN25,221785
ENSP00000377708,ZSCAN25,221785
ENSP00000377718,ZNF655,79027
ENSP00000377721,NR2F2,7026
ENSP00000377725,ZKSCAN5,23660
ENSP00000377773,ZNF300,91975
ENSP00000377782,ELF2,1998
ENSP00000377824,TFEB,7942
ENSP00000377854,LHX6,26468
ENSP00000377864,HOXC6,3223
ENSP00000377873,ZNF358,140467
ENSP00000377880,MITF,4286
ENSP00000377947,RARG,5916
ENSP00000377977,NR3C1,2908
ENSP00000377979,NR3C1,2908
ENSP00000377989,REL,5966
ENSP00000378097,PITX2,5308
ENSP00000378104,MAX,4149
ENSP00000378132,IRX5,10265
ENSP00000378165,ZNF207,7756
ENSP00000378168,ZNF207,7756
ENSP00000378172,ZNF207,7756
ENSP00000378204,ZBTB25,7597
ENSP00000378286,ZBTB3,79842
ENSP00000378297,NFKB1,4790
ENSP00000378301,NR4A1,3164
ENSP00000378302,NR4A1,3164
ENSP00000378369,ZNF16,7564
ENSP00000378429,ZNF646,9726
ENSP00000378434,ZNF668,79759
ENSP00000378446,HIF1A,3091
ENSP00000378503,ZBTB9,221504
ENSP00000378526,ZNF764,92595
ENSP00000378531,NR4A3,8013
ENSP00000378536,ZBTB46,140685
ENSP00000378578,AFF1,4299
ENSP00000378642,ZNF785,146540
ENSP00000378650,TBX6,6911
ENSP00000378734,VDR,7421
ENSP00000378783,ZNF676,163223
ENSP00000378789,ZNF107,51427
ENSP00000378792,ZNF169,169841
ENSP00000378793,NR1H3,10062
ENSP00000378813,TCF3,6929
ENSP00000378881,ZNF484,83744
ENSP00000378882,ZNF484,83744
ENSP00000378938,ZHX1,11244
ENSP00000379063,TRPS1,7227
ENSP00000379065,TRPS1,7227
ENSP00000379106,SREBF1,6720
ENSP00000379143,ZNF32,7580
ENSP00000379168,ZNF287,57336
ENSP00000379169,ZNF287,57336
ENSP00000379189,NCOR1,9611
ENSP00000379190,NCOR1,9611
ENSP00000379192,NCOR1,9611
ENSP00000379197,NCOA1,8648
ENSP00000379198,NCOR1,9611
ENSP00000379208,ZNF248,57209
ENSP00000379222,KLF10,7071
ENSP00000379225,CREM,1390
ENSP00000379231,ZNF286A,57335
ENSP00000379238,ARNTL2,56938
ENSP00000379258,GLI3,2737
ENSP00000379260,GRHL2,79977
ENSP00000379312,ZFP64,55734
ENSP00000379319,SALL4,57167
ENSP00000379330,NFATC2,4773
ENSP00000379346,ADNP,23394
ENSP00000379349,ADNP,23394
ENSP00000379358,AR,367
ENSP00000379359,AR,367
ENSP00000379363,ZNF501,115560
ENSP00000379368,ZNF35,7584
ENSP00000379369,FOXB1,27023
ENSP00000379370,ZNF197,10168
ENSP00000379387,ZNF445,353274
ENSP00000379451,ZNF418,147686
ENSP00000379458,ZNF586,54807
ENSP00000379464,ZNF134,7693
ENSP00000379482,ZNF548,147694
ENSP00000379507,RORB,6096
ENSP00000379585,ID2,3398
ENSP00000379592,CREB5,9586
ENSP00000379593,CREB5,9586
ENSP00000379594,CREB5,9586
ENSP00000379633,HOXA10,3206
ENSP00000379640,HOXA3,3200
ENSP00000379658,ETV6,2120
ENSP00000379684,ZNF813,126017
ENSP00000379689,ZNF765,91661
ENSP00000379701,HNF4G,3174
ENSP00000379702,ZNF665,79788
ENSP00000379811,SP140L,93349
ENSP00000379816,ZNF705A,440077
ENSP00000379816,ZNF705A,100131539
ENSP00000379838,CARHSP1,23589
ENSP00000379843,ZNF143,7702
ENSP00000379847,ZNF143,7702
ENSP00000379849,ZNF143,7702
ENSP00000379904,THRB,7068
ENSP00000379912,ATF4,468
ENSP00000380019,ZNF384,171017
ENSP00000380034,SNAI2,6591
ENSP00000380039,ZSCAN12,9753
ENSP00000380050,ZSCAN31,64288
ENSP00000380053,LEUTX,342900
ENSP00000380057,ZSCAN32,54925
ENSP00000380061,ZSCAN32,54925
ENSP00000380072,MYBL2,4605
ENSP00000380073,IRF9,10379
ENSP00000380077,ZNF200,7752
ENSP00000380079,ZNF200,7752
ENSP00000380080,ZNF200,7752
ENSP00000380087,ZNF213,7760
ENSP00000380102,ZNF461,92283
ENSP00000380120,RBAK,57786
ENSP00000380165,ZNF182,7569
ENSP00000380170,ZSCAN29,146050
ENSP00000380174,ZSCAN29,146050
ENSP00000380191,NRL,4901
ENSP00000380193,NRL,4901
ENSP00000380195,PPARG,5468
ENSP00000380196,PPARG,5468
ENSP00000380197,NRL,4901
ENSP00000380205,PPARG,5468
ENSP00000380207,PPARG,5468
ENSP00000380210,PPARG,5468
ENSP00000380218,PPARG,5468
ENSP00000380221,PPARG,5468
ENSP00000380224,PPARG,5468
ENSP00000380228,ZNF691,51058
ENSP00000380252,NFE2L2,4780
ENSP00000380253,NFE2L2,4780
ENSP00000380272,ZNF91,7644
ENSP00000380293,ZNF99,7652
ENSP00000380310,ZNF676,163223
ENSP00000380311,TEAD4,7004
ENSP00000380315,ZNF208,7757
ENSP00000380321,TULP3,7289
ENSP00000380348,ZNF682,91120
ENSP00000380351,ZNF682,91120
ENSP00000380451,REPIN1,29803
ENSP00000380478,JARID2,3720
ENSP00000380494,MYCL,4610
ENSP00000380516,HMBOX1,79618
ENSP00000380697,IRF7,3665
ENSP00000380700,IRF7,3665
ENSP00000380704,IRF7,3665
ENSP00000380745,MEIS2,4212
ENSP00000380749,MEIS2,4212
ENSP00000380768,PAX8,7849
ENSP00000380840,ZNF709,163051
ENSP00000380850,ZNF44,51710
ENSP00000380861,ZBTB44,29068
ENSP00000380866,ZNF788,NA
ENSP00000380892,NFATC1,4772
ENSP00000380999,ZNF846,162993
ENSP00000381304,ZFP90,146198
ENSP00000381382,TCF4,6925
ENSP00000381435,MBD2,8932
ENSP00000381452,SMAD4,4089
ENSP00000381486,NOTO,344022
ENSP00000381499,PAX1,5075
ENSP00000381502,MBD1,4152
ENSP00000381506,MBD1,4152
ENSP00000381508,MBD1,4152
ENSP00000381512,ZBTB21,49854
ENSP00000381517,ZBTB21,49854
ENSP00000381523,ZBTB21,49854
ENSP00000381556,PRDM15,63977
ENSP00000381595,HMOX2,3163
ENSP00000381613,ZNF596,169270
ENSP00000381648,PIAS2,9063
ENSP00000381694,ZNF720,124411
ENSP00000381871,ERG,2078
ENSP00000381877,ERG,2078
ENSP00000381879,ERG,2078
ENSP00000381881,ERG,2078
ENSP00000381882,ERG,2078
ENSP00000381891,ERG,2078
ENSP00000382015,ZNF24,7572
ENSP00000382114,MYT1L,23040
ENSP00000382182,RUNX1,861
ENSP00000382182,RUNX1,100506403
ENSP00000382184,RUNX1,861
ENSP00000382184,RUNX1,100506403
ENSP00000382216,SMAD9,4093
ENSP00000382293,ETV1,2115
ENSP00000382352,ZNF521,25925
ENSP00000382395,HIVEP1,3096
ENSP00000382511,ZNF195,7748
ENSP00000382513,ZNF594,84622
ENSP00000382688,KDM5A,5927
ENSP00000382742,HIC1,3090
ENSP00000382800,RUNX3,864
ENSP00000382805,BACH1,571
ENSP00000382805,BACH1,100379661
ENSP00000382948,GABPA,2551
ENSP00000382957,ZNF705D,728957
ENSP00000382975,L3MBTL4,91133
ENSP00000382976,L3MBTL4,91133
ENSP00000382987,ZNF705B,100132396
ENSP00000383009,ZBTB14,7541
ENSP00000383020,ZNF705G,100131980
ENSP00000383031,TGIF1,7050
ENSP00000383301,ZNF74,7625
ENSP00000383502,PAX7,5081
ENSP00000383516,HMX1,3166
ENSP00000383700,RERE,473